#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s)
56,Pizza Frenzy Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
61,Heavy Weapon Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
62,Talismania Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
64,NAVYFIELD,"Aug 18, 2006",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),SDEnterNET,Naiadgames
72,Hammer Heads Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
84,Iggle Pop Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
85,Vegas: Make It Big,"Dec 21, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Deepred,Strategy First
86,Rocket Mania Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
93,War on Folvos,"Sep 25, 2006",3.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Lonely Troops,Lonely Troops
95,Bejeweled Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
96,Big Money! Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
99,AstroPop Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
100,3D ParticleGen Visual FX,"Oct 27, 2006",9.99,N/A (N/A),"20,000 .. 50,000",05:02 (01:40),Reality Pump,TopWare Interactive
103,Dynomite Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
107,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,"Dec 18, 2006",5.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Targem Games,Buka Entertainment
109,Typer Shark! Deluxe,"Aug 30, 2006",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
111,The Stalin Subway,"Oct 5, 2006",3.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Orion Games,Buka Entertainment
21,Al Emmo and the Lost Dutchman's Mine,"Sep 5, 2006",9.99,N/A (N/A/77%),"0 .. 20,000",00:00 (00:00),Himalaya Studios,Himalaya Studios
35,EMERGENCY 4 Deluxe,"Apr 13, 2006",17.99,N/A (N/A/71%),"0 .. 20,000",00:00 (00:00),Sixteen Tons Entertainment,Sixteen Tons Entertainment
47,Wings Over Europe,"May 24, 2006",9.99,N/A (N/A/62%),"0 .. 20,000",00:00 (00:00),Third Wire Productions,Strategy First
51,Battle Of Europe,"Mar 23, 2006",9.99,N/A (N/A/54%),"0 .. 20,000",00:00 (00:00),Maus Software,Strategy First
52,Elite Warriors: Vietnam,"Mar 25, 2006",9.99,N/A (N/A/46%),"0 .. 20,000",00:00 (00:00),N-Fusion Interactive,Retroism
53,Brigade E5: New Jagged Union,"Oct 17, 2006",3.99,N/A (N/A/41%),"0 .. 20,000",00:00 (00:00),Apeiron,1C Entertainment
54,Poker Superstars II,"Oct 5, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Funkitron,Funkitron
57,BorderZone,"Jul 19, 2006",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Saturn-plus, Orion",1C Entertainment
58,Disney•Pixar Cars: Radiator Springs Adventures,"Jun 6, 2006",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),AWE Games,Disney Interactive
66,Tanita: A Plasticine Dream,"Aug 29, 2006",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Trickster Games,Akella
70,18 Wheels of Steel: Haulin’,"Dec 8, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SCS Software,"Play Hard Games, ValuSoft"
74,Jagged Alliance 2 Gold,"Jul 6, 2006",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Strategy First,Strategy First
78,Take Command - 2nd Manassas,"Apr 18, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"MadMinute Games, NorbSoftDev","NorbSoftDev, Paradox Interactive"
79,Mystery Case Files: Ravenhearst,"Dec 15, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Fish Games,Big Fish Games
80,Hunting Unlimited 4,"Oct 24, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SCS Software,"Retroism, ValuSoft"
87,Zen of Sudoku,"Dec 14, 2006",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Unknown Worlds Entertainment,Unknown Worlds Entertainment
88,Battle Mages: Sign of Darkness,"Apr 13, 2006",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Targem Games,Buka Entertainment
90,AGON - The Mysterious Codex (Trilogy),"Mar 16, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Private Moon Studios,Microids Indie
94,Atlantis Sky Patrol,"Aug 23, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Fish Games,Big Fish Games
97,Mystery Case Files: Prime Suspects,"Apr 5, 2006",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Fish Games,Big Fish Games
101,Barrow Hill: Curse of the Ancient Circle,"Oct 5, 2006",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Shadow Tor Studios,Iceberg Interactive
102,Hidden Expedition: Titanic,"Jul 19, 2006",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Fish Games,Big Fish Games
104,Desert Gunner,"Dec 31, 2006",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Digital Fusion,Digital Fusion Inc.
110,Disney's Chicken Little: Ace in Action,"Dec 7, 2006",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Avalanche Software,Disney Interactive
4,Team Fortress 2,"Oct 10, 2007",Free,N/A (N/A/92%),"50,000,000 .. 100,000,000",05:36 (01:48),Valve,Valve
8,Portal,"Oct 10, 2007",9.99,N/A (N/A/90%),"10,000,000 .. 20,000,000",01:09 (00:24),Valve,Valve
7,Half-Life 2: Episode Two,"Oct 10, 2007",7.99,N/A (N/A/90%),"5,000,000 .. 10,000,000",00:15 (00:05),Valve,Valve
1,BioShock,"Aug 21, 2007",19.99,N/A (N/A/96%),"2,000,000 .. 5,000,000",00:00 (00:00),"2K Boston, 2K Australia",2K
2,Company of Heroes - Legacy Edition,"Jul 17, 2007",19.99,N/A (N/A/93%),"2,000,000 .. 5,000,000",00:00 (00:00),Relic Entertainment,SEGA
12,Company of Heroes: Opposing Fronts,"Sep 24, 2007",19.99,N/A (N/A/87%),"2,000,000 .. 5,000,000",00:00 (00:00),Relic Entertainment,SEGA
3,Call of Duty 4: Modern Warfare,"Nov 12, 2007",19.99,N/A (N/A/92%),"1,000,000 .. 2,000,000",00:00 (00:00),Infinity Ward,Activision
5,Rome: Total War - Collection,"Aug 28, 2007",12.99,N/A (N/A/92%),"1,000,000 .. 2,000,000",05:49 (03:03),CREATIVE ASSEMBLY,SEGA
9,Deus Ex: Game of the Year Edition,"Mar 29, 2007",6.99,N/A (N/A/90%),"1,000,000 .. 2,000,000",00:00 (00:00),Ion Storm,Square Enix
11,"Warhammer 40,000: Dawn of War - Dark Crusade","Aug 7, 2007",3.24,N/A (N/A/87%),"1,000,000 .. 2,000,000",01:53 (00:37),Relic Entertainment,SEGA
13,Civilization IV: Beyond the Sword,"Jul 24, 2007",9.99,N/A (N/A/86%),"1,000,000 .. 2,000,000",00:00 (00:00),Firaxis Games,2K
14,"Warhammer 40,000: Dawn of War - Game of the Year Edition","Aug 7, 2007",3.24,N/A (N/A/86%),"1,000,000 .. 2,000,000",00:04 (00:01),Relic Entertainment,SEGA
18,RACE 07,"Oct 15, 2007",3.99,N/A (N/A/83%),"1,000,000 .. 2,000,000",00:00 (00:00),SimBin,SimBin
20,Tomb Raider: Anniversary,"Jun 5, 2007",8.99,N/A (N/A/83%),"1,000,000 .. 2,000,000",00:00 (00:00),"Crystal Dynamics, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)"
21,Hitman: Blood Money,"Mar 15, 2007",9.99,N/A (N/A/82%),"1,000,000 .. 2,000,000",00:00 (00:00),Io-Interactive A/S,Io-Interactive A/S
22,Tomb Raider: Legend,"Mar 29, 2007",6.99,N/A (N/A/82%),"1,000,000 .. 2,000,000",00:00 (00:00),Crystal Dynamics,Square Enix
23,S.T.A.L.K.E.R.: Shadow of Chernobyl,"Mar 20, 2007",19.99,N/A (N/A/82%),"1,000,000 .. 2,000,000",24:23 (08:07),GSC Game World,GSC Game World
26,Deus Ex: Invisible War,"Mar 29, 2007",6.99,N/A (N/A/80%),"1,000,000 .. 2,000,000",00:00 (00:00),Ion Storm,Square Enix
36,Just Cause,"Mar 15, 2007",6.99,N/A (N/A/75%),"1,000,000 .. 2,000,000",01:32 (00:30),Avalanche Studios,Square Enix
38,Hitman: Codename 47,"Mar 15, 2007",7.99,N/A (N/A/73%),"1,000,000 .. 2,000,000",00:00 (00:00),IO Interactive A/S,IO Interactive A/S
68,Teeworlds,"May 27, 2007",Free,N/A (N/A),"1,000,000 .. 2,000,000",00:00 (00:00),Teeworlds Team,Teeworlds Team
15,Thief: Deadly Shadows,"Mar 29, 2007",8.99,N/A (N/A/85%),"500,000 .. 1,000,000",00:00 (00:00),Ion Storm,Square Enix
27,Vampire: The Masquerade - Bloodlines,"Mar 22, 2007",19.99,N/A (N/A/80%),"500,000 .. 1,000,000",00:00 (00:00),Troika Games,Activision
30,Rome: Total War - Alexander,"Aug 28, 2007",12.99,N/A (N/A/79%),"500,000 .. 1,000,000",00:14 (00:04),The Creative Assembly,SEGA
31,Shadowgrounds Survivor,"Nov 14, 2007",1.49,N/A (N/A/79%),"500,000 .. 1,000,000",00:00 (00:00),Frozenbyte,Frozenbyte
39,Penumbra Overture,"Mar 30, 2007",9.99,N/A (N/A/73%),"500,000 .. 1,000,000",00:00 (00:00),Frictional Games,Frictional Games
50,Kane and Lynch: Dead Men,"Nov 13, 2007",6.99,N/A (N/A/67%),"500,000 .. 1,000,000",00:00 (00:00),IO Interactive,Square Enix
63,Commandos: Beyond the Call of Duty,"Mar 15, 2007",4.99,N/A (N/A),"500,000 .. 1,000,000",00:00 (00:00),Pyro Studios,Kalypso Media Digital
79,Sam & Max 104: Abe Lincoln Must Die!,"Jun 15, 2007",N/A,N/A (N/A),"500,000 .. 1,000,000",00:00 (00:00),Telltale Games,Telltale Games
89,Audition Online,"Apr 2, 2007",Free,N/A (N/A),"500,000 .. 1,000,000",00:00 (00:00),T3 Entertainment,Redbana Corporation
126,Commandos: Behind Enemy Lines,"Mar 15, 2007",4.99,N/A (N/A),"500,000 .. 1,000,000",00:00 (00:00),Pyro Studios,Kalypso Media Digital
127,"Warhammer 40,000: Dawn of War – Winter Assault","Aug 7, 2007",3.24,N/A (N/A),"500,000 .. 1,000,000",00:01 (00:00),Relic Entertainment,SEGA
142,Master Levels for Doom II,"Aug 3, 2007",14.99,N/A (N/A),"500,000 .. 1,000,000",00:00 (00:00),id Software,id Software
6,The Longest Journey,"May 1, 2007",9.99,N/A (N/A/91%),"200,000 .. 500,000",00:00 (00:00),Funcom,Funcom
10,Return to Castle Wolfenstein,"Aug 3, 2007",4.99,N/A (N/A/88%),"200,000 .. 500,000",00:00 (00:00),Gray Matter Studios,Bethesda-Softworks
16,Medieval II: Total War Kingdoms,"Aug 28, 2007",24.99,N/A (N/A/85%),"200,000 .. 500,000",00:00 (00:00),"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
24,Jade Empire: Special Edition,"Feb 27, 2007",14.99,N/A (N/A/81%),"200,000 .. 500,000",00:00 (00:00),BioWare Corporation,"BioWare Corporation, Electronic Arts"
35,Battlestations: Midway,"Mar 15, 2007",6.99,N/A (N/A/76%),"200,000 .. 500,000",00:00 (00:00),Eidos Interactive,Square Enix
41,FlatOut,"Feb 2, 2007",7.49,N/A (N/A/72%),"200,000 .. 500,000",00:00 (00:00),Bugbear Entertainment,Strategy First
42,UFO: Afterlight,"Feb 8, 2007",6.99,N/A (N/A/71%),"200,000 .. 500,000",00:00 (00:00),Altar Games,Bohemia Interactive
46,QUAKE III: Team Arena,"Aug 3, 2007",14.99,N/A (N/A/69%),"200,000 .. 500,000",00:00 (00:00),id Software,id Software
51,Devil May Cry 3 Special Edition,"Jun 12, 2007",19.99,N/A (N/A/66%),"200,000 .. 500,000",00:00 (00:00),"CAPCOM Co., Ltd.",Capcom
52,Lost Planet: Extreme Condition,"Jun 26, 2007",14.99,N/A (N/A/66%),"200,000 .. 500,000",00:00 (00:00),"CAPCOM Co., Ltd.",Capcom
53,Painkiller Overdose,"Oct 30, 2007",4.99,N/A (N/A/65%),"200,000 .. 500,000",00:00 (00:00),Mindware Studios,THQ Nordic
56,Bus Driver,"Mar 22, 2007",7.99,N/A (N/A/61%),"200,000 .. 500,000",00:00 (00:00),SCS Software,SCS Software
58,Alpha Prime,"Nov 7, 2007",4.99,N/A (N/A/59%),"200,000 .. 500,000",00:00 (00:00),Black Element,Bohemia Interactive
74,Platypus II,"Mar 17, 2007",6.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),Idigicon,KISS ltd
94,Narcissu 1st & 2nd,"May 15, 2007",Free,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),stage-nana,Sekai Project
100,Blockland,"Feb 28, 2007",9.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),"Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC
101,Quake III Arena,"Aug 3, 2007",14.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),id Software,id Software
102,QUAKE II Mission Pack: Ground Zero,"Aug 3, 2007",2.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),Rogue Entertainment,id Software
106,ShareX,"Oct 15, 2007",Free,N/A (N/A),"200,000 .. 500,000",00:02 (00:00),ShareX Team,ShareX Team
107,Peggle Extreme,"Sep 11, 2007",Free,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
109,HeXen II,"Aug 3, 2007",4.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),Raven Software,id Software
110,QUAKE II Mission Pack: The Reckoning,"Aug 3, 2007",2.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),Xatrix Entertainment,id Software
113,QUAKE Mission Pack 1: Scourge of Armagon,"Aug 3, 2007",2.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),Ritual Entertainment,id Software
128,QUAKE Mission Pack 2: Dissolution of Eternity,"Aug 3, 2007",2.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),Rogue Entertainment,id Software
130,Commander Keen,"Aug 3, 2007",4.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),id Software,id Software
131,Heretic: Shadow of the Serpent Riders,"Aug 3, 2007",4.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),Raven Software,id Software
132,Spear of Destiny,"Aug 3, 2007",2.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),id Software,id Software
136,Peggle Deluxe,"Mar 6, 2007",4.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),"PopCap Games, Inc.","PopCap Games, Inc."
141,QUAKE II,"Aug 3, 2007",4.99,N/A (N/A),"200,000 .. 500,000",00:00 (00:00),id Software,id Software
17,PuzzleQuest: Challenge of the Warlords,"Oct 10, 2007",9.99,N/A (N/A/84%),"100,000 .. 200,000",09:55 (04:57),Infinite Interactive,"D3Publisher of America, Inc."
25,Full Spectrum Warrior,"Jul 17, 2007",9.99,N/A (N/A/80%),"100,000 .. 200,000",00:00 (00:00),Pandemic Studios,THQ Nordic
33,Project: Snowblind,"Mar 29, 2007",5.99,N/A (N/A/76%),"100,000 .. 200,000",00:00 (00:00),Crystal Dynamics,Square Enix
34,Geometry Wars: Retro Evolved,"Jun 18, 2007",3.99,N/A (N/A/76%),"100,000 .. 200,000",00:00 (00:00),Bizarre Creations,Activision
37,Dreamfall: The Longest Journey,"Jan 12, 2007",19.99,N/A (N/A/75%),"100,000 .. 200,000",00:00 (00:00),Funcom,Funcom
40,Call of Juarez,"Nov 8, 2007",9.99,N/A (N/A/72%),"100,000 .. 200,000",00:00 (00:00),Techland,Techland Publishing
44,Full Spectrum Warrior: Ten Hammers,"Jul 17, 2007",9.99,N/A (N/A/70%),"100,000 .. 200,000",00:00 (00:00),Pandemic Studios,THQ Nordic
64,RIP - Trilogy,"Jun 1, 2007",4.99,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Elephant Games,NA
108,Sam & Max 101: Culture Shock,"Jun 15, 2007",N/A,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Telltale Games,Telltale Games
28,Depths of Peril,"Sep 5, 2007",9.99,N/A (N/A/79%),"50,000 .. 100,000",00:00 (00:00),Soldak Entertainment,Soldak Entertainment
32,Nexus - The Jupiter Incident,"Jul 3, 2007",9.99,N/A (N/A/77%),"50,000 .. 100,000",00:00 (00:00),"Mithis Games, THQ Nordic",HandyGames
43,Making History: The Calm & the Storm,"Mar 13, 2007",4.99,N/A (N/A/70%),"50,000 .. 100,000",00:00 (00:00),Muzzy Lane,Strategy First
45,Safecracker: The Ultimate Puzzle Adventure,"Aug 29, 2007",4.99,N/A (N/A/69%),"50,000 .. 100,000",00:00 (00:00),Kheops Studio,HandyGames
48,Joint Task Force,"Mar 27, 2007",7.99,N/A (N/A/68%),"50,000 .. 100,000",00:00 (00:00),Most Wanted Entertainment,HD Publishing
49,CivCity: Rome,"Apr 6, 2007",9.99,N/A (N/A/67%),"50,000 .. 100,000",00:00 (00:00),"FireFly Studios, Firaxis Games",2K
57,Vigil: Blood Bitterness,"Jun 29, 2007",Free,N/A (N/A/61%),"50,000 .. 100,000",00:00 (00:00),Freegamer,NA
65,Bullet Candy,"Feb 14, 2007",3.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),R C Knight,NA
69,"7,62 High Calibre","Aug 24, 2007",4.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Apeiron,1C Entertainment
70,"Runaway, The Dream of The Turtle","Mar 12, 2007",9.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Pendulo Studios,Focus Home Interactive
78,Ohmicide,"Apr 13, 2007",124.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Ohm Force,Ohm Force
117,18 Wheels of Steel: American Long Haul,"Dec 3, 2007",9.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),SCS Software,"ValuSoft, Play Hard Games"
121,Parkan 2,"May 11, 2007",3.99,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Nikita,1C Entertainment
19,Mr. Robot,"Jan 10, 2007",7.99,N/A (N/A/83%),"20,000 .. 50,000",00:00 (00:00),Moonpod,Moonpod
47,Sinking Island,"Oct 4, 2007",7.99,N/A (N/A/68%),"20,000 .. 50,000",00:00 (00:00),White Birds Productions,Microids
54,Silverfall,"Mar 20, 2007",9.99,N/A (N/A/62%),"20,000 .. 50,000",00:00 (00:00),Monte Cristo,Focus Home Interactive
55,Loki,"Oct 2, 2007",9.99,N/A (N/A/61%),"20,000 .. 50,000",00:00 (00:00),Cyanide Studios,"PopCap Games, Inc."
59,Genesis Rising,"Aug 6, 2007",4.99,N/A (N/A/57%),"20,000 .. 50,000",00:00 (00:00),Metamorf,THQ Nordic
61,Ducati World Championship,"Sep 21, 2007",4.99,N/A (N/A/35%),"20,000 .. 50,000",00:00 (00:00),Artematica Entertainment,Strategy First
66,Hide and Secret Treasure of the Ages,"Mar 15, 2007",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Anarchy Enterprises,Anarchy Enterprises
72,Mahjongg Investigations: Under Suspicion,"Aug 8, 2007",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Zemnott,"ValuSoft, Retroism"
73,Mystery P.I. - The Lottery Ticket,"Oct 16, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),SpinTop Games,"PopCap Games, Inc."
77,ThreadSpace: Hyperbol,"Jul 12, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Iocaine Studios,Atari
80,eXperience 112,"Sep 17, 2007",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Lexis Numerique,Microids
81,Ride! Carnival Tycoon,"Jul 2, 2007",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Gabriel Entertainment,"ValuSoft, Retroism"
83,Democracy 2,"Dec 1, 2007",19.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Positech Games,Positech Games
90,Disney Pirates of the Caribbean: At Worlds End,"May 22, 2007",19.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Eurocom Entertainment Software,Disney Interactive
95,Ascension to the Throne,"Jan 26, 2007",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),DVS,1C Entertainment
96,Alpha Zylon,"Dec 19, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Team 6 Studios,Strategy First
97,Panzer Elite Action Gold Edition,"Apr 20, 2007",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Zootfly,HandyGames
104,Magi,"Mar 21, 2007",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),MoaCube,MoaCube
114,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,"May 24, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Targem Games,Buka Entertainment
115,Amazing Adventures The Lost Tomb,"Dec 13, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),SpinTop Games,"PopCap Games, Inc."
119,Empress Of The Deep 2: Song Of The Blue Whale,"Jun 11, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Gogii Games,Strategy First
123,Hunting Unlimited 2008,"Sep 1, 2007",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),SCS Software,"ValuSoft, Retroism"
134,Prison Tycoon 3: Lockdown,"Aug 1, 2007",9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Gamebryo, Virtual Playground","ValuSoft, Retroism"
137,A.I.M.2 Clan Wars,"Aug 18, 2007",2.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),SkyRiver Studios,1C Entertainment
140,Venice Deluxe,"Jun 25, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Retro64, Inc.","PopCap Games, Inc."
143,Freight Tycoon Inc.,"Aug 15, 2007",4.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Nikita,1C Entertainment
29,Guild Wars: Eye of the North,"Aug 31, 2007",19.99,N/A (N/A/79%),"0 .. 20,000",00:00 (00:00),ArenaNet®,NCsoft
60,Hard to Be a God,"Oct 19, 2007",7.99,N/A (N/A/55%),"0 .. 20,000",00:00 (00:00),Burut CT,Akella
62,Pinball,"Nov 21, 2007",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),baKno Games,baKno Games
67,Redneck Kentucky and the Next Generation Chickens,"Feb 2, 2007",1.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),City Interactive S.A.,City Interactive S.A.
71,Sam & Max 105: Reality 2.0,"Jun 15, 2007",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Telltale Games,Telltale Games
75,Immortal Defense,"May 29, 2007",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Studio Eres,Studio Eres
76,Disney•Pixar Cars Mater-National Championship,"Oct 29, 2007",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Rainbow Studios,"THQ, Disney Interactive"
82,Hidden Expedition: Everest,"Jun 1, 2007",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Fish Games,Big Fish Games
84,Disney Princess: Enchanted Journey,"Nov 7, 2007",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Papaya Studio,Disney Interactive
85,Pe-2: Dive Bomber,"Nov 7, 2007",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Polynetix Studio,Polynetix Studio
86,Sam & Max: Season One,"Nov 2, 2007",19.99,99% (87%),"0 .. 20,000",00:00 (00:00),Telltale Games,Telltale Games
87,"Sam & Max 103: The Mole, the Mob and the Meatball","Jun 15, 2007",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Telltale Games,Telltale Games
88,Crossfire: Dungeons,"Jan 15, 2007",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Random Thoughts Entertainment,Random Thoughts Enterainment
91,FreakOut: Extreme Freeride,"Aug 28, 2007",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Coldwood Interactive,THQ Nordic
92,Mystery Case Files: Madame Fate,"Dec 14, 2007",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Fish Games,Big Fish Games
93,Miss Popularity,"May 14, 2007",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism"
98,Wildlife Park 2 - Marine World,"Aug 31, 2007",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),b-alive gmbh,b-alive gmbh
99,Naughty study for exams with a ghost,"Apr 18, 2007",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),kyapion,kyapion
103,Wildlife Park 2 - Horses,"Oct 12, 2007",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),b-alive gmbh,b-alive gmbh
105,Venture Arctic,"Aug 3, 2007",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pocketwatch Games,Pocketwatch Games
111,LEGIE,"Sep 3, 2007",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Spytihněv,Spytihněv
112,Tipping Point,"Nov 28, 2007",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dan Russell-Pinson,"Freecloud Design, Inc."
116,Pacific Liberation Force,"Oct 27, 2007",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Team 6 Studios,Strategy First
118,Season Match,"Nov 28, 2007",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),URSE Games,Buka Entertainment
120,Wildlife Park 2 - Crazy Zoo,"Mar 30, 2007",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),b-alive gmbh,b-alive gmbh
122,Sam & Max 102: Situation: Comedy,"Jun 15, 2007",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Telltale Games,Telltale Games
124,Professor Fizzwizzle and the Molten Mystery,"Jun 24, 2007",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Fish Games,Big Fish Games
